Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women in senior and middle management positions,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2008,Female,-,-,-,29.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2005,Female,-,-,-,26.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2009,Female,-,-,-,34.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2010,Female,-,-,-,32.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2004,Female,-,-,-,28.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2006,Female,-,-,-,29.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2011,Female,-,-,-,30.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Break in series: Methodology revised,Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2012,Female,-,-,-,32.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2013,Female,-,-,-,36.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2014,Female,-,-,-,38.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,32,Argentina,2017,Female,-,-,-,32.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2016,Female,-,-,-,30,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2017,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2003,Female,-,-,-,34.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2008,Female,-,-,-,35.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2005,Female,-,-,-,38.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2007,Female,-,-,-,37.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2009,Female,-,-,-,35.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2004,Female,-,-,-,35.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2006,Female,-,-,-,36.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2011,Female,-,-,-,36.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2002,Female,-,-,-,35,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2012,Female,-,-,-,36.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2013,Female,-,-,-,37,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2015,Female,-,-,-,38,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2014,Female,-,-,-,37.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2016,Female,-,-,-,38.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,76,Brazil,2017,Female,-,-,-,38.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,84,Belize,2015,Female,-,-,-,39.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2003,Female,-,-,-,39.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2008,Female,-,-,-,37.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2000,Female,-,-,-,36.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2005,Female,-,-,-,45.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2007,Female,-,-,-,38.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2009,Female,-,-,-,45.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2010,Female,-,-,-,46.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2001,Female,-,-,-,40,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2004,Female,-,-,-,40.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2006,Female,-,-,-,45,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2011,Female,-,-,-,51.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2002,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2012,Female,-,-,-,58,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2013,Female,-,-,-,46.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2015,Female,-,-,-,48.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2014,Female,-,-,-,46.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2016,Female,-,-,-,47.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,214,Dominican Republic,2017,Female,-,-,-,50.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2003,Female,-,-,-,34.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: December;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2008,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2005,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: December;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2007,Female,-,-,-,40.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: December;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2009,Female,-,-,-,32.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: December;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2010,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2004,Female,-,-,-,32.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2006,Female,-,-,-,30.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: December;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2011,Female,-,-,-,43.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2012,Female,-,-,-,43.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2013,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2015,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2014,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2016,Female,-,-,-,34,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,218,Ecuador,2017,Female,-,-,-,35.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2010,Female,-,-,-,37.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2011,Female,-,-,-,42.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2012,Female,-,-,-,55.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2013,Female,-,-,-,42.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2015,Female,-,-,-,40.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2014,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2016,Female,-,-,-,34.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,222,El Salvador,2017,Female,-,-,-,32.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2003,Female,-,-,-,25.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2010,Female,-,-,-,33.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2004,Female,-,-,-,46.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2011,Female,-,-,-,60.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2012,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2013,Female,-,-,-,29.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2015,Female,-,-,-,34.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,320,Guatemala,2014,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,328,Guyana,2017,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Third quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2008,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2005,Female,-,-,-,33.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2007,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2009,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2010,Female,-,-,-,35.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2006,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2011,Female,-,-,-,31.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2012,Female,-,-,-,35.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2013,Female,-,-,-,36.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2015,Female,-,-,-,42.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2014,Female,-,-,-,42.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2016,Female,-,-,-,41.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,340,Honduras,2017,Female,-,-,-,41,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,484,Mexico,2013,Female,-,-,-,34.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,484,Mexico,2015,Female,-,-,-,34.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,484,Mexico,2014,Female,-,-,-,35.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,484,Mexico,2016,Female,-,-,-,35.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,484,Mexico,2017,Female,-,-,-,36.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,558,Nicaragua,2012,Female,-,-,-,49.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,558,Nicaragua,2014,Female,-,-,-,53.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,591,Panama,2011,Female,-,-,-,45.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: August;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,591,Panama,2012,Female,-,-,-,46.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: August;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,591,Panama,2013,Female,-,-,-,40.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: August;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,591,Panama,2014,Female,-,-,-,43.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: August;,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2008,Female,-,-,-,17.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2005,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2007,Female,-,-,-,22.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2009,Female,-,-,-,22.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2010,Female,-,-,-,23.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2004,Female,-,-,-,11.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2006,Female,-,-,-,23.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2011,Female,-,-,-,31.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2012,Female,-,-,-,36.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2013,Female,-,-,-,34.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2015,Female,-,-,-,34,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2014,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2016,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Latin America and the Caribbean,858,Uruguay,2017,Female,-,-,-,35.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2003,Female,-,-,-,23.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2000,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2005,Female,-,-,-,22,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
